sheet,name,brand_usp,ingredients,serving_size_g,allergens,shelf_life,small_pack_g,large_pack_g,manufacturer,mrp,status,grammage,energy_kcal,protein_g,carbohydrate_g,total_sugar_g,added_sugar_g,dietary_fibre_g,total_fat_g,saturated_fat_g,unsaturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,calcium_mg,energy_pct,protein_pct,added_sugar_pct,dietary_fibre_pct,total_fat_pct,saturated_fat_pct,trans_fat_pct,sodium_pct,calcium_pct
Launched products,Flaming Hot Cheese Quinoa Puff,Source of Protein | No Palm Oil | Rich in Dietary fibre,"Quinoa, corn, rice, jowar, oats, gram, potato flakes, edible vegetable oil (rice bran oil).

Seasoning : Spices and condiments (chilli, onion, garlic), cheese powder, tomato powder, refined wheat flour, sugar, iodized salt, whey powder, hydrolyzed vegetable protein (soya), refined vegetable oil (sunflower), anti-caking agent (INS 551),  acidity regulator (INS 330), flavour enhancers (INS 627, INS 631)
  
CONTAINS NATURAL, NATURE-IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCE(S)- CHEESE",35,"Contains milk derivatives. Manufactured in a facility on shared equipment that also processes soya, peanuts, tree nuts, mustard, sesame, gluten, milk & milk products.",3 months,38,105,"
NUTROMODE SNACKS PRIVATE LIMITED
PLOT NO 203, BEHIND INDIAN OIL PETROL
PUMP, DHAKAMBE DINDORI, Nashik,
Maharashtra-422004

FSSAI Lic. No.11525999000526","38g for 60/-
(1.57 per gram)

105g for 155/-
(1.47 per gram)",not_launched,20,90.46,1.62,13.52,2.31,2.31,1.53,3.32,1.67,1.63,0,0,195.1,,4.5,3,4.6,5.1,4.9,7.6,,9.7,
Launched products,Flaming Hot Cheese Quinoa Puff,Source of Protein | No Palm Oil | Rich in Dietary fibre,"Quinoa, corn, rice, jowar, oats, gram, potato flakes, edible vegetable oil (rice bran oil).

Seasoning : Spices and condiments (chilli, onion, garlic), cheese powder, tomato powder, refined wheat flour, sugar, iodized salt, whey powder, hydrolyzed vegetable protein (soya), refined vegetable oil (sunflower), anti-caking agent (INS 551),  acidity regulator (INS 330), flavour enhancers (INS 627, INS 631)
  
CONTAINS NATURAL, NATURE-IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCE(S)- CHEESE",35,"Contains milk derivatives. Manufactured in a facility on shared equipment that also processes soya, peanuts, tree nuts, mustard, sesame, gluten, milk & milk products.",3 months,38,105,"
NUTROMODE SNACKS PRIVATE LIMITED
PLOT NO 203, BEHIND INDIAN OIL PETROL
PUMP, DHAKAMBE DINDORI, Nashik,
Maharashtra-422004

FSSAI Lic. No.11525999000526","38g for 60/-
(1.57 per gram)

105g for 155/-
(1.47 per gram)",not_launched,35,158.3,2.83,23.67,4.04,4.04,2.68,5.82,2.93,2.85,0,0,341.5,,7.9,5.3,8.1,8.9,8.7,13.3,,17.1,
Launched products,Flaming Hot Cheese Quinoa Puff,Source of Protein | No Palm Oil | Rich in Dietary fibre,"Quinoa, corn, rice, jowar, oats, gram, potato flakes, edible vegetable oil (rice bran oil).

Seasoning : Spices and condiments (chilli, onion, garlic), cheese powder, tomato powder, refined wheat flour, sugar, iodized salt, whey powder, hydrolyzed vegetable protein (soya), refined vegetable oil (sunflower), anti-caking agent (INS 551),  acidity regulator (INS 330), flavour enhancers (INS 627, INS 631)
  
CONTAINS NATURAL, NATURE-IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCE(S)- CHEESE",35,"Contains milk derivatives. Manufactured in a facility on shared equipment that also processes soya, peanuts, tree nuts, mustard, sesame, gluten, milk & milk products.",3 months,38,105,"
NUTROMODE SNACKS PRIVATE LIMITED
PLOT NO 203, BEHIND INDIAN OIL PETROL
PUMP, DHAKAMBE DINDORI, Nashik,
Maharashtra-422004

FSSAI Lic. No.11525999000526","38g for 60/-
(1.57 per gram)

105g for 155/-
(1.47 per gram)",not_launched,38,171.87,3.07,25.69,4.39,4.39,2.91,6.31,3.18,3.09,0,0,370.76,,,,,,,,,,
Launched products,Flaming Hot Cheese Quinoa Puff,Source of Protein | No Palm Oil | Rich in Dietary fibre,"Quinoa, corn, rice, jowar, oats, gram, potato flakes, edible vegetable oil (rice bran oil).

Seasoning : Spices and condiments (chilli, onion, garlic), cheese powder, tomato powder, refined wheat flour, sugar, iodized salt, whey powder, hydrolyzed vegetable protein (soya), refined vegetable oil (sunflower), anti-caking agent (INS 551),  acidity regulator (INS 330), flavour enhancers (INS 627, INS 631)
  
CONTAINS NATURAL, NATURE-IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCE(S)- CHEESE",35,"Contains milk derivatives. Manufactured in a facility on shared equipment that also processes soya, peanuts, tree nuts, mustard, sesame, gluten, milk & milk products.",3 months,38,105,"
NUTROMODE SNACKS PRIVATE LIMITED
PLOT NO 203, BEHIND INDIAN OIL PETROL
PUMP, DHAKAMBE DINDORI, Nashik,
Maharashtra-422004

FSSAI Lic. No.11525999000526","38g for 60/-
(1.57 per gram)

105g for 155/-
(1.47 per gram)",not_launched,55,248.76,4.45,37.19,6.36,6.36,4.21,9.14,4.61,4.48,0,0,536.63,,,,,,,,,,
Launched products,Flaming Hot Cheese Quinoa Puff,Source of Protein | No Palm Oil | Rich in Dietary fibre,"Quinoa, corn, rice, jowar, oats, gram, potato flakes, edible vegetable oil (rice bran oil).

Seasoning : Spices and condiments (chilli, onion, garlic), cheese powder, tomato powder, refined wheat flour, sugar, iodized salt, whey powder, hydrolyzed vegetable protein (soya), refined vegetable oil (sunflower), anti-caking agent (INS 551),  acidity regulator (INS 330), flavour enhancers (INS 627, INS 631)
  
CONTAINS NATURAL, NATURE-IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCE(S)- CHEESE",35,"Contains milk derivatives. Manufactured in a facility on shared equipment that also processes soya, peanuts, tree nuts, mustard, sesame, gluten, milk & milk products.",3 months,38,105,"
NUTROMODE SNACKS PRIVATE LIMITED
PLOT NO 203, BEHIND INDIAN OIL PETROL
PUMP, DHAKAMBE DINDORI, Nashik,
Maharashtra-422004

FSSAI Lic. No.11525999000526","38g for 60/-
(1.57 per gram)

105g for 155/-
(1.47 per gram)",not_launched,100,452.3,8.1,67.63,11.57,11.57,7.67,16.63,8.39,8.15,0,0,975.7,,22.6,15,23.1,25.6,24.8,38.1,,48.8,
Launched products,Flaming Hot Cheese Quinoa Puff,Source of Protein | No Palm Oil | Rich in Dietary fibre,"Quinoa, corn, rice, jowar, oats, gram, potato flakes, edible vegetable oil (rice bran oil).

Seasoning : Spices and condiments (chilli, onion, garlic), cheese powder, tomato powder, refined wheat flour, sugar, iodized salt, whey powder, hydrolyzed vegetable protein (soya), refined vegetable oil (sunflower), anti-caking agent (INS 551),  acidity regulator (INS 330), flavour enhancers (INS 627, INS 631)
  
CONTAINS NATURAL, NATURE-IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCE(S)- CHEESE",35,"Contains milk derivatives. Manufactured in a facility on shared equipment that also processes soya, peanuts, tree nuts, mustard, sesame, gluten, milk & milk products.",3 months,38,105,"
NUTROMODE SNACKS PRIVATE LIMITED
PLOT NO 203, BEHIND INDIAN OIL PETROL
PUMP, DHAKAMBE DINDORI, Nashik,
Maharashtra-422004

FSSAI Lic. No.11525999000526","38g for 60/-
(1.57 per gram)

105g for 155/-
(1.47 per gram)",not_launched,120,542.76,9.72,81.15,13.88,13.88,9.24,19.95,10.06,9.78,0,0,1170.84,,,,,,,,,,
Launched products,Ragi chips Chatpata crunch,Source of  Dietary Fibre | Source of Protein | No Palm Oil,"  
         
Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).

Seasoning - Dehydrated vegetable powder (tomato, garlic, lemon & onion), dry mango powder, ginger powder, clove powder, cumin powder, fennel powder, coriander powder, yeast extract powder, dextrose, glucose powder, sugar, maltodextrin, acidity regulators (INS 330, INS 296), anticaking agent (INS 551), flavour enhancer (INS 635), paprika oleoresin (INS 160c).
CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",30,"Manufactured in a facility that also processes wheat, peanut, soybean, milk, nuts, mustard and sesame.",4 months,60,180,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","60gm for 50/-
(per gram 0.83/-)
180gm for 145/-
(per gram for 0.80/-)",not_launched,20,100.38,1.58,12.48,0.26,0,1.14,4.9,1.59,,0,0,283.08,19.48,5,2.9,0.2,3.8,7.3,7.2,0.5,9.4,2
Launched products,Ragi chips Chatpata crunch,Source of  Dietary Fibre | Source of Protein | No Palm Oil,"  
         
Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).

Seasoning - Dehydrated vegetable powder (tomato, garlic, lemon & onion), dry mango powder, ginger powder, clove powder, cumin powder, fennel powder, coriander powder, yeast extract powder, dextrose, glucose powder, sugar, maltodextrin, acidity regulators (INS 330, INS 296), anticaking agent (INS 551), flavour enhancer (INS 635), paprika oleoresin (INS 160c).
CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",30,"Manufactured in a facility that also processes wheat, peanut, soybean, milk, nuts, mustard and sesame.",4 months,60,180,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","60gm for 50/-
(per gram 0.83/-)
180gm for 145/-
(per gram for 0.80/-)",not_launched,30,150.57,2.37,18.73,0.4,0,1.71,7.35,2.38,,0,0,283.08,29.22,7.5,4.4,0.3,5.7,11,10.8,0.75,14.1,2.9
Launched products,Ragi chips Chatpata crunch,Source of  Dietary Fibre | Source of Protein | No Palm Oil,"  
         
Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).

Seasoning - Dehydrated vegetable powder (tomato, garlic, lemon & onion), dry mango powder, ginger powder, clove powder, cumin powder, fennel powder, coriander powder, yeast extract powder, dextrose, glucose powder, sugar, maltodextrin, acidity regulators (INS 330, INS 296), anticaking agent (INS 551), flavour enhancer (INS 635), paprika oleoresin (INS 160c).
CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",30,"Manufactured in a facility that also processes wheat, peanut, soybean, milk, nuts, mustard and sesame.",4 months,60,180,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","60gm for 50/-
(per gram 0.83/-)
180gm for 145/-
(per gram for 0.80/-)",not_launched,55,276.04,4.34,34.34,0.72,,3.14,13.48,4.37,,0,0,518.98,53.57,13.8,8.1,,11.5,20.1,19.9,1.38,26,5.4
Launched products,Ragi chips Chatpata crunch,Source of  Dietary Fibre | Source of Protein | No Palm Oil,"  
         
Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).

Seasoning - Dehydrated vegetable powder (tomato, garlic, lemon & onion), dry mango powder, ginger powder, clove powder, cumin powder, fennel powder, coriander powder, yeast extract powder, dextrose, glucose powder, sugar, maltodextrin, acidity regulators (INS 330, INS 296), anticaking agent (INS 551), flavour enhancer (INS 635), paprika oleoresin (INS 160c).
CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",30,"Manufactured in a facility that also processes wheat, peanut, soybean, milk, nuts, mustard and sesame.",4 months,60,180,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","60gm for 50/-
(per gram 0.83/-)
180gm for 145/-
(per gram for 0.80/-)",not_launched,57,286.1,4.5,35.59,0.75,0,3.26,13.97,4.53,,0,0,537.85,55.51,,,,,,,,,
Launched products,Ragi chips Chatpata crunch,Source of  Dietary Fibre | Source of Protein | No Palm Oil,"  
         
Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).

Seasoning - Dehydrated vegetable powder (tomato, garlic, lemon & onion), dry mango powder, ginger powder, clove powder, cumin powder, fennel powder, coriander powder, yeast extract powder, dextrose, glucose powder, sugar, maltodextrin, acidity regulators (INS 330, INS 296), anticaking agent (INS 551), flavour enhancer (INS 635), paprika oleoresin (INS 160c).
CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",30,"Manufactured in a facility that also processes wheat, peanut, soybean, milk, nuts, mustard and sesame.",4 months,60,180,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","60gm for 50/-
(per gram 0.83/-)
180gm for 145/-
(per gram for 0.80/-)",not_launched,60,301.14,4.74,37.46,0.79,0,3.43,14.7,4.77,,0,0,566.16,58.44,,,,,,,,,
Launched products,Ragi chips Chatpata crunch,Source of  Dietary Fibre | Source of Protein | No Palm Oil,"  
         
Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).

Seasoning - Dehydrated vegetable powder (tomato, garlic, lemon & onion), dry mango powder, ginger powder, clove powder, cumin powder, fennel powder, coriander powder, yeast extract powder, dextrose, glucose powder, sugar, maltodextrin, acidity regulators (INS 330, INS 296), anticaking agent (INS 551), flavour enhancer (INS 635), paprika oleoresin (INS 160c).
CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",30,"Manufactured in a facility that also processes wheat, peanut, soybean, milk, nuts, mustard and sesame.",4 months,60,180,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","60gm for 50/-
(per gram 0.83/-)
180gm for 145/-
(per gram for 0.80/-)",not_launched,100,501.9,7.9,62.44,1.32,0,5.72,24.51,7.95,,0,0,943.6,97.4,25.1,14.6,1,19.1,36.6,36.1,2.5,47.2,9.74
Launched products,Ragi chips Chatpata crunch,Source of  Dietary Fibre | Source of Protein | No Palm Oil,"  
         
Ragi flour, tapioca starch, rice flour, white lentil flour, gram flour, iodised salt, edible vegetable oil (rice bran oil).

Seasoning - Dehydrated vegetable powder (tomato, garlic, lemon & onion), dry mango powder, ginger powder, clove powder, cumin powder, fennel powder, coriander powder, yeast extract powder, dextrose, glucose powder, sugar, maltodextrin, acidity regulators (INS 330, INS 296), anticaking agent (INS 551), flavour enhancer (INS 635), paprika oleoresin (INS 160c).
CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",30,"Manufactured in a facility that also processes wheat, peanut, soybean, milk, nuts, mustard and sesame.",4 months,60,180,"AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

FSSAI Lic. No. 11517020000417","60gm for 50/-
(per gram 0.83/-)
180gm for 145/-
(per gram for 0.80/-)",not_launched,170,853.23,13.43,106.1,2.24,0,9.72,41.66,13.51,,0,0,1604.12,165.58,,,,,,,,,
Launched products,Multigrain chips (Cheese and Herb),Source of Protein | Source of Dietery Fibre | No Palm Oil | Baked,"Red rice, corn grit, foxtail millet, chickpea, jowar, edible vegetable oil (rice bran oil) and iodised salt.

Seasoning: Garlic, onion, spice extract, cheese powder, tomato powder, milk solids, yeast extract, dehydrated herbs, iodised salt, sugar, maltodextrin, corn flour, flavour enhancers (INS 627, INS 631), thickener (INS 415), anticaking agent (INS 551), acidity regulators (INS 270, INS 330), antioxidant (INS 300).
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES).",40,"Contains milk & milk products.                                          Processed in a facility that also handles soya, wheat and treenuts.",4 Months ,43,125,"Rebala Nutri Foodee PVT. LTD. 
Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, Tamil Nadu-637214.

FSSAI Lic. No. 10016042002549","43gm for 45/- (per gm 1.04/-)
125gm for 110/- (per gm 0.88/-)",not_launched,20,91.4,1.26,14.66,2.51,1.24,1.02,3.08,0.38,2.83,0,0,209.6,,4.6,2.3,2.5,3.4,4.6,1.76,,10.5,
Launched products,Multigrain chips (Cheese and Herb),Source of Protein | Source of Dietery Fibre | No Palm Oil | Baked,"Red rice, corn grit, foxtail millet, chickpea, jowar, edible vegetable oil (rice bran oil) and iodised salt.

Seasoning: Garlic, onion, spice extract, cheese powder, tomato powder, milk solids, yeast extract, dehydrated herbs, iodised salt, sugar, maltodextrin, corn flour, flavour enhancers (INS 627, INS 631), thickener (INS 415), anticaking agent (INS 551), acidity regulators (INS 270, INS 330), antioxidant (INS 300).
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES).",40,"Contains milk & milk products.                                          Processed in a facility that also handles soya, wheat and treenuts.",4 Months ,43,125,"Rebala Nutri Foodee PVT. LTD. 
Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, Tamil Nadu-637214.

FSSAI Lic. No. 10016042002549","43gm for 45/- (per gm 1.04/-)
125gm for 110/- (per gm 0.88/-)",not_launched,25,114.2,1.57,18.32,3.13,1.55,1.27,3.85,0.48,3.54,0,0,262,,5.7,2.9,3.1,4.25,5.75,2.2,,13.1,
Launched products,Multigrain chips (Cheese and Herb),Source of Protein | Source of Dietery Fibre | No Palm Oil | Baked,"Red rice, corn grit, foxtail millet, chickpea, jowar, edible vegetable oil (rice bran oil) and iodised salt.

Seasoning: Garlic, onion, spice extract, cheese powder, tomato powder, milk solids, yeast extract, dehydrated herbs, iodised salt, sugar, maltodextrin, corn flour, flavour enhancers (INS 627, INS 631), thickener (INS 415), anticaking agent (INS 551), acidity regulators (INS 270, INS 330), antioxidant (INS 300).
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES).",40,"Contains milk & milk products.                                          Processed in a facility that also handles soya, wheat and treenuts.",4 Months ,43,125,"Rebala Nutri Foodee PVT. LTD. 
Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, Tamil Nadu-637214.

FSSAI Lic. No. 10016042002549","43gm for 45/- (per gm 1.04/-)
125gm for 110/- (per gm 0.88/-)",not_launched,33,150.8,2.07,24.1,4.14,2.04,1.68,5.08,0.64,4.67,0,0,345.84,,7.5,3.8,4.1,5.6,7.5,2.9,,17.2,
Launched products,Multigrain chips (Cheese and Herb),Source of Protein | Source of Dietery Fibre | No Palm Oil | Baked,"Red rice, corn grit, foxtail millet, chickpea, jowar, edible vegetable oil (rice bran oil) and iodised salt.

Seasoning: Garlic, onion, spice extract, cheese powder, tomato powder, milk solids, yeast extract, dehydrated herbs, iodised salt, sugar, maltodextrin, corn flour, flavour enhancers (INS 627, INS 631), thickener (INS 415), anticaking agent (INS 551), acidity regulators (INS 270, INS 330), antioxidant (INS 300).
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES).",40,"Contains milk & milk products.                                          Processed in a facility that also handles soya, wheat and treenuts.",4 Months ,43,125,"Rebala Nutri Foodee PVT. LTD. 
Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, Tamil Nadu-637214.

FSSAI Lic. No. 10016042002549","43gm for 45/- (per gm 1.04/-)
125gm for 110/- (per gm 0.88/-)",not_launched,40,182.8,2.52,29.32,5.02,2.48,2.04,6.16,0.77,5.6,0,0,419.2,,9.1,4.7,1.24,6.8,9.2,3.5,,21,
Launched products,Multigrain chips (Cheese and Herb),Source of Protein | Source of Dietery Fibre | No Palm Oil | Baked,"Red rice, corn grit, foxtail millet, chickpea, jowar, edible vegetable oil (rice bran oil) and iodised salt.

Seasoning: Garlic, onion, spice extract, cheese powder, tomato powder, milk solids, yeast extract, dehydrated herbs, iodised salt, sugar, maltodextrin, corn flour, flavour enhancers (INS 627, INS 631), thickener (INS 415), anticaking agent (INS 551), acidity regulators (INS 270, INS 330), antioxidant (INS 300).
CONTAINS ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES).",40,"Contains milk & milk products.                                          Processed in a facility that also handles soya, wheat and treenuts.",4 Months ,43,125,"Rebala Nutri Foodee PVT. LTD. 
Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, Tamil Nadu-637214.

FSSAI Lic. No. 10016042002549","43gm for 45/- (per gm 1.04/-)
125gm for 110/- (per gm 0.88/-)",not_launched,42,191.94,2.646,30.786,5.271,2.604,2.142,6.468,0.8148,5.95,0,0,440.16,,,,,,,,,,
